Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
2196,caissière (la),/kɛ.sjɛʁ/,kess-yair,checkout assistant (f),,,La caissière est aimable.,/la kɛ.sjɛʁ ɛ e.mabl/,,"The cashier is friendly.",,
2197,sac (le),/sak/,sak,bag,,,J'ai oublié mon sac réutilisable.,/ʒe u.bli.je mɔ̃ sak ʁe.y.ti.li.zabl/,,"I forgot my reusable bag.",,
2198,article (l’),/aʁ.tikl/,ar-tee-kl,item,,,Cet article est en promotion.,/sɛt aʁ.tikl ɛ ɑ̃ pʁɔ.mɔ.sjɔ̃/,,"This item is on offer.",l’ + article,
2199,prix (le),/pʁi/,pree,price,,,Le prix a augmenté.,/lə pʁi a oɡ.mɑ̃.te/,,"The price has increased.",,
2200,étiquette (l’),/e.ti.kɛt/,ay-tee-kett,label / tag,,,L'étiquette indique la taille.,/le.ti.kɛt ɛ̃.dik la taj/,,"The label shows the size.",l’ + étiquette,
2201,promotion (la),/pʁɔ.mɔ.sjɔ̃/,proh-moh-syon,special offer,,,La promotion finit demain.,/la pʁɔ.mɔ.sjɔ̃ fi.ni də.mɛ̃/,,"The offer ends tomorrow.",,
2202,réduction (la),/ʁe.dyk.sjɔ̃/,ray-duk-syon,reduction / discount,,,J'ai eu une réduction de dix pour cent.,/ʒe y yn ʁe.dyk.sjɔ̃ də diz puʁ sɑ̃/,,"I got a ten per cent discount.",,
2203,solde (les),/sɔld/,sold,sales,,,Les soldes commencent en janvier.,/le sɔld kɔ.mɑ̃s ɑ̃ ʒɑ̃.vje/,,"The sales start in January.",liaison (les soldes),
2204,marque (la),/maʁk/,mark,brand,,,Cette marque est fiable.,/sɛt maʁk ɛ fjabl/,,"This brand is reliable.",,
2205,qualité (la),/ka.li.te/,kah-lee-tay,quality,,,La qualité est correcte.,/la ka.li.te ɛ kɔ.ʁɛkt/,,"The quality is decent.",,
2206,quantité (la),/kɑ̃.ti.te/,kon-tee-tay,quantity,,,La quantité est limitée.,/la kɑ̃.ti.te ɛ li.mi.te/,,"The quantity is limited.",,
2207,poids (le),/pwa/,pwah,weight,,,Le poids est indiqué au dos.,/lə pwa ɛ ɛ̃.di.ke o do/,,"The weight is written on the back.",,
2208,mesure (la),/mə.zyʁ/,muh-zyur,measurement,,,La mesure n'est pas exacte.,/la mə.zyʁ n‿ɛ pa ɛɡ.zakt/,,"The measurement isn’t exact.",n’est (ne + est),
2209,litre (le),/litʁ/,leetr,litre,,,Il faut deux litres d'eau.,/il fo dø litʁ do/,,"We need two litres of water.",d’eau (de + eau),
2210,kilo (le),/ki.lo/,kee-loh,kilo,,,J'achète un kilo de pommes.,/ʒa.ʃɛt ɛ̃ ki.lo də pɔm/,,"I’m buying a kilo of apples.",j’achète (je + achète),
2211,tranche (la),/tʁɑ̃ʃ/,trahnsh,slice,,,Je prends deux tranches de pain.,/ʒə pʁɑ̃ dø tʁɑ̃ʃ də pɛ̃/,,"I’ll have two slices of bread.",,
2212,bouteille (la),/bu.tɛj/,boo-tay,yottle,bottle,,,Je prends une bouteille d'eau.,/ʒə pʁɑ̃ yn bu.tɛj do/,,"I’m taking a bottle of water.",d’eau (de + eau),
2213,canette (la),/ka.nɛt/,kah-net,tin (drink),,,Une canette suffit.,/yn ka.nɛt sy.fi/,,"One can is enough.",,
2214,boîte (la),/bwat/,bwat,box / tin,,,Il y a une boîte de thon.,/il j‿a yn bwat də tɔ̃/,,"There’s a tin of tuna.",il y a (liaison),
2215,paquet (le),/pa.kɛ/,pah-kay,packet,,,J'ai ouvert le paquet.,/ʒe u.vɛʁ lə pa.kɛ/,,"I opened the packet.",,
2216,sachet (le),/sa.ʃɛ/,sah-shay,sachet,,,Le sachet est déchiré.,/lə sa.ʃɛ ɛ de.ʃi.ʁe/,,"The sachet is torn.",,
2217,ingrédient (l’),/ɛ̃.gʁe.djɑ̃/,an-gray-dyan,ingredient,,,Je lis les ingrédients.,/ʒə li le zɛ̃.gʁe.djɑ̃/,,"I read the ingredients.",liaison (les ingrédients),
2218,recette (la),/ʁə.sɛt/,ruh-set,recipe,,,Je suis la recette étape par étape.,/ʒə sɥi la ʁə.sɛt e.tap paʁ e.tap/,,"I follow the recipe step by step.",,
2219,étape (l’),/e.tap/,ay-tap,step (stage),,,La première étape est simple.,/la pʁə.mjɛʁ e.tap ɛ sɛ̃pl/,,"The first step is simple.",l’ + étape,
2220,cuisson (la),/kɥi.sɔ̃/,kwee-son,cooking,,,La cuisson prend vingt minutes.,/la kɥi.sɔ̃ pʁɑ̃ vɛ̃t mi.nyt/,,"Cooking takes twenty minutes.",,
2221,feu (le),/fø/,fuh,heat / flame,,,Baisse le feu, ça déborde.,/bɛs lə fø sa de.bɔʁd/,,"Turn the heat down, it’s boiling over.",,
2222,poêle (la),/pwal/,pwahl,frying pan,,,La poêle est trop chaude.,/la pwal ɛ tʁo ʃod/,,"The pan is too hot.",,
2223,casserole (la),/ka.sʁɔl/,kah-srol,saucepan,,,La casserole est sur le feu.,/la ka.sʁɔl ɛ syʁ lə fø/,,"The saucepan is on the hob.",,
2224,couvercle (le),/ku.vɛʁkl/,koo-ver-kl,lid,,,Mets le couvercle.,/mɛ lə ku.vɛʁkl/,,"Put the lid on.",,
2225,passoire (la),/pa.swaʁ/,pah-swahr,colander,,,Égoutte les pâtes dans la passoire.,/e.gut le pat dɑ̃ la pa.swaʁ/,,"Drain the pasta in the colander.",,
2226,planche à découper (la),/plɑ̃ʃ a de.ku.pe/,plahnsh ah day-koo-pay,chopping board,,,La planche à découper est propre.,/la plɑ̃ʃ a de.ku.pe ɛ pʁɔp/,,"The chopping board is clean.",,
2227,couteau (le),/ku.to/,koo-toh,knife,,,Le couteau n'est pas bien aiguisé.,/lə ku.to n‿ɛ pa bjɛ̃ e.gɥi.ze/,,"The knife isn’t very sharp.",n’est (ne + est),
2228,cuillère (la),/kɥi.jɛʁ/,kwee-yair,spoon,,,Je prends une cuillère de sucre.,/ʒə pʁɑ̃ yn kɥi.jɛʁ də sykʁ/,,"I take a spoon of sugar.",,
2229,cuillère à soupe (la),/kɥi.jɛʁ a sup/,kwee-yair ah soop,tablespoon,,,Ajoute une cuillère à soupe d'huile.,/a.ʒut yn kɥi.jɛʁ a sup dɥil/,,"Add a tablespoon of oil.",d’huile (de + huile),
2230,cuillère à café (la),/kɥi.jɛʁ a ka.fe/,kwee-yair ah kah-fay,teaspoon,,,Une cuillère à café suffit.,/yn kɥi.jɛʁ a ka.fe sy.fi/,,"A teaspoon is enough.",,
2231,assiette (l’),/a.sjɛt/,ah-syet,plate,,,L'assiette est ébréchée.,/la.sjɛt ɛ e.bʁe.ʃe/,,"The plate is chipped.",l’ + assiette,
2232,bol (le),/bɔl/,bol,bowl,,,Je verse le café dans un bol.,/ʒə vɛʁs lə ka.fe dɑ̃z ɛ̃ bɔl/,,"I pour the coffee into a bowl.",liaison (dans un),
2233,verre (le),/vɛʁ/,ver,glass,,,Le verre est cassé.,/lə vɛʁ ɛ ka.se/,,"The glass is broken.",,
2234,tasse (la),/tas/,tass,cup,,,Je préfère une grande tasse.,/ʒə pʁe.fɛʁ yn gʁɑ̃d tas/,,"I prefer a large cup.",,
2235,mug (le),/mœg/,mug,mug,,,J'ai un mug au bureau.,/ʒe ɛ̃ mœg o by.ʁo/,,"I’ve got a mug at the office.",,
2236,serviette (la),/sɛʁ.vjɛt/,ser-vyet,napkin / towel,,,Prends une serviette, s'il te plaît.,/pʁɑ̃ yn sɛʁ.vjɛt sil tə plɛ/,,"Take a napkin, please.",s’il (si + il),
2237,nourriture (la),/nu.ʁi.tyʁ/,noo-ree-tyur,food,,,La nourriture est prête.,/la nu.ʁi.tyʁ ɛ pʁɛt/,,"The food is ready.",,
2238,repas (le),/ʁə.pa/,ruh-pah,meal,,,Le repas est simple ce soir.,/lə ʁə.pa ɛ sɛ̃pl sə swaʁ/,,"The meal is simple tonight.",,
2239,petit-déjeuner (le),/pə.ti de.ʒø.ne/,puh-tee day-zhuh-nay,breakfast,,,Je prends un petit-déjeuner léger.,/ʒə pʁɑ̃ ɛ̃ pə.ti de.ʒø.ne le.ʒe/,,"I have a light breakfast.",,
2240,déjeuner (le),/de.ʒø.ne/,day-zhuh-nay,lunch,,,On déjeune à midi.,/ɔ̃ de.ʒœn a mi.di/,,"We have lunch at noon.",,
2241,dîner (le),/di.ne/,dee-nay,dinner,,,On dîne plus tard le week-end.,/ɔ̃ din ply taʁ lə wi.kɛnd/,,"We eat dinner later at the weekend.",,
2242,goûter (le),/gu.te/,goo-tay,afternoon snack,,,Le goûter est pour les enfants.,/lə gu.te ɛ puʁ le zɑ̃.fɑ̃/,,"The snack is for the children.",liaison (les enfants),
2243,appétit (l’),/a.pe.ti/,ah-pay-tee,appetite,,,Je n'ai pas d'appétit.,/ʒə n‿e pa da.pe.ti/,,"I don’t have an appetite.",n’ai (ne + ai); d’appétit (de + appétit),
2244,faim (la),/fɛ̃/,fan,hunger,,,J'ai faim maintenant.,/ʒe fɛ̃ mɛ̃.tə.nɑ̃/,,"I’m hungry now.",,
2245,soif (la),/swaf/,swaf,thirst,,,J'ai soif après le sport.,/ʒe swaf a.pʁɛ lə spɔʁ/,,"I’m thirsty after sport.",,
2246,boisson (la),/bwa.sɔ̃/,bwah-son,drink,,,Quelle boisson tu veux ?,/kɛl bwa.sɔ̃ ty vø/,,"What drink do you want?",,
2247,eau (l’),/o/,oh,water,,,Je bois de l'eau toute la journée.,/ʒə bwa də lo tut la ʒuʁ.ne/,,"I drink water all day.",de + eau -> de l’eau,
2248,café (le),/ka.fe/,kah-fay,coffee,,,Le café est trop fort.,/lə ka.fe ɛ tʁo fɔʁ/,,"The coffee is too strong.",,
2249,thé (le),/te/,tay,tea,,,Je prends du thé sans sucre.,/ʒə pʁɑ̃ dy te sɑ̃ sykʁ/,,"I’ll have tea without sugar.",,
2250,sucre (le),/sykʁ/,syukr,sugar,,,Il y a trop de sucre.,/il j‿a tʁo də sykʁ/,,"There’s too much sugar.",il y a (liaison),
2251,sel (le),/sɛl/,sell,salt,,,Ajoute un peu de sel.,/a.ʒut ɛ̃ pø də sɛl/,,"Add a bit of salt.",,
2252,poivre (le),/pwavʁ/,pwav-r,pepper,,,Je mets du poivre.,/ʒə mɛ dy pwavʁ/,,"I add pepper.",,
2253,huile (l’),/ɥil/,weel,oil,,,Il reste un peu d'huile.,/il ʁɛst ɛ̃ pø dɥil/,,"There’s a bit of oil left.",d’huile (de + huile),
2254,vinaigre (le),/vi.nɛgʁ/,vee-negr,vinegar,,,Le vinaigre est dans le placard.,/lə vi.nɛgʁ ɛ dɑ̃ lə pla.kaʁ/,,"The vinegar is in the cupboard.",,
2255,sauce (la),/sos/,soss,sauce,,,Cette sauce est trop salée.,/sɛt sos ɛ tʁo sa.le/,,"This sauce is too salty.",,
2256,beurre (le),/bœʁ/,bur,butter,,,Il faut du beurre pour la recette.,/il fo dy bœʁ puʁ la ʁə.sɛt/,,"You need butter for the recipe.",,
2257,fromage (le),/fʁɔ.maʒ/,froh-mazh,cheese,,,Le fromage est au frigo.,/lə fʁɔ.maʒ ɛ o fʁi.go/,,"The cheese is in the fridge.",,
2258,pain (le),/pɛ̃/,pan,bread,,,Il n'y a plus de pain.,/il n‿ja ply də pɛ̃/,,"There’s no bread left.",n’y a (ne + y a),
2259,pâte (la),/pat/,paht,dough / pasta,,,La pâte a levé.,/la pat a lə.ve/,,"The dough has risen.",,
2260,œuf (l’),/œf/,uf,egg,,,Il me faut deux œufs.,/il mə fo dø zœf/,,"I need two eggs.",liaison (deux œufs),
2261,lait (le),/lɛ/,leh,milk,,,Il n'y a plus de lait.,/il n‿ja ply də lɛ/,,"There’s no milk left.",n’y a (ne + y a),
2262,yaourt (le),/ja.uʁ/,yah-oor,yoghurt,,,Je prends un yaourt nature.,/ʒə pʁɑ̃ ɛ̃ ja.uʁ na.tyʁ/,,"I’ll have a plain yoghurt.",,
2263,fruit (le),/fʁɥi/,frwee,fruit,,,Je mange un fruit à midi.,/ʒə mɑ̃ʒ ɛ̃ fʁɥi a mi.di/,,"I eat a piece of fruit at noon.",,
2264,légume (le),/le.gym/,lay-gum,vegetable,,,Il faut des légumes frais.,/il fo de le.gym fʁɛ/,,"We need fresh vegetables.",,
2265,pomme (la),/pɔm/,pom,apple,,,Je prends une pomme.,/ʒə pʁɑ̃ yn pɔm/,,"I’ll take an apple.",,
2266,banane (la),/ba.nan/,bah-nan,banana,,,La banane est mûre.,/la ba.nan ɛ myʁ/,,"The banana is ripe.",,
2267,orange (l’),/ɔ.ʁɑ̃ʒ/,oh-ronzh,orange,,,Je presse une orange.,/ʒə pʁɛs yn ɔ.ʁɑ̃ʒ/,,"I squeeze an orange.",l’ + orange,
2268,tomate (la),/tɔ.mat/,toh-mat,tomato,,,Les tomates sont en saison.,/le tɔ.mat sɔ̃t ɑ̃ sɛ.zɔ̃/,,"Tomatoes are in season.",liaison (les tomates),
2269,pomme de terre (la),/pɔm də tɛʁ/,pom duh tair,potato,,,Je fais cuire les pommes de terre.,/ʒə fɛ kɥiʁ le pɔm də tɛʁ/,,"I cook the potatoes.",,
2270,carotte (la),/ka.ʁɔt/,kah-rot,carrot,,,Je coupe la carotte en rondelles.,/ʒə kup la ka.ʁɔt ɑ̃ ʁɔ̃.dɛl/,,"I slice the carrot.",,
2271,"oignon (l’)","/ɔ.ɲɔ̃/","on-YON","onion","","","Je coupe un oignon.","/ʒə kup ɛ̃n ɔ.ɲɔ̃/","zhuh koop an on-YON","I’m chopping an onion.","un + oignon -> un oignon","Je|I;coupe|cut;un oignon|an onion"
2272,"ail (l’)","/aj/","eye","garlic","","","J'ajoute de l'ail.","/ʒa.ʒut də laj/","zhah-zhoot duh lie","I add garlic.","de + ail -> de l'ail","J'|I;ajoute|add;de l'ail|some garlic"
2273,"salade (la)","/sa.lad/","sah-LAD","salad","","","Je prépare une salade.","/ʒə pʁe.pa.ʁ yn sa.lad/","zhuh pray-pah-r oon sah-LAD","I’m making a salad.","","Je|I;prépare|prepare;une salade|a salad"
2274,"vinaigrette (la)","/vi.nɛ.gʁɛt/","vee-NEH-gret","vinaigrette","","","La vinaigrette est trop acide.","/la vi.nɛ.gʁɛt ɛ tʁo a.sid/","lah vee-NEH-gret ay troh ah-SEED","The vinaigrette is too sharp.","","La vinaigrette|the vinaigrette;est|is;trop acide|too acidic"
2275,"riz (le)","/ʁi/","ree","rice","","","Le riz est cuit.","/lə ʁi ɛ kɥi/","luh ree ay kwee","The rice is cooked.","","Le riz|the rice;est|is;cuit|cooked"
2276,"pâtes (les)","/pat/","paht","pasta","","","Je fais des pâtes ce soir.","/ʒə fɛ de pat sə swaʁ/","zhuh feh day paht suh swahr","I’m making pasta tonight.","","Je|I;fais|make;des pâtes|pasta;ce soir|tonight"
2277,"lentilles (les)","/lɑ̃.tij/","lan-TEE-y","lentils","","","Les lentilles sont prêtes.","/le lɑ̃.tij sɔ̃ pʁɛt/","lay lan-TEE-y son pret","The lentils are ready.","","Les lentilles|the lentils;sont|are;prêtes|ready"
2278,"haricots (les)","/a.ʁi.ko/","ah-ree-KOH","beans","","","Il reste des haricots.","/il ʁɛst de a.ʁi.ko/","eel rest day ah-ree-KOH","There are some beans left.","","Il reste|there remains;des haricots|some beans"
2279,"soupe (la)","/sup/","soop","soup","","","La soupe est trop chaude.","/la sup ɛ tʁo ʃod/","lah soop ay troh shohd","The soup is too hot.","","La soupe|the soup;est|is;trop chaude|too hot"
2280,"bouillon (le)","/bu.jɔ̃/","boo-YON","broth/stock","","","J'utilise un bouillon de légumes.","/ʒy.ti.liz ɛ̃ bu.jɔ̃ də le.gym/","zhu-tee-LEEZ an boo-YON duh lay-GUM","I’m using vegetable stock.","","J'|I;utilise|use;un bouillon|a stock;de légumes|vegetable"
2281,"viande (la)","/vjɑ̃d/","vyand","meat","","","Je ne mange pas de viande.","/ʒə nə mɑ̃ʒ pa də vjɑ̃d/","zhuh nu monzh pah duh vyand","I don’t eat meat.","","Je|I;ne mange pas|do not eat;de viande|meat"
2282,"poulet (le)","/pu.lɛ/","poo-LEH","chicken","","","Le poulet est au four.","/lə pu.lɛ ɛ o fuʁ/","luh poo-LEH ay oh foor","The chicken is in the oven.","","Le poulet|the chicken;est|is;au four|in the oven"
2283,"bœuf (le)","/bœf/","buff","beef","","","Je prends du bœuf haché.","/ʒə pʁɑ̃ dy bœf a.ʃe/","zhuh pran du buff ah-SHAY","I’m getting minced beef.","","Je|I;prends|get;du bœuf haché|minced beef"
2284,"poisson (le)","/pwa.sɔ̃/","pwah-SON","fish","","","Le poisson sent fort.","/lə pwa.sɔ̃ sɑ̃ fɔʁ/","luh pwah-SON san for","The fish smells strong.","","Le poisson|the fish;sent|smells;fort|strong"
2285,"crevette (la)","/kʁə.vɛt/","kruh-VET","prawn","","","Je n'aime pas les crevettes.","/ʒə n‿ɛm pa le kʁə.vɛt/","zhuh nem pah lay kruh-VET","I don’t like prawns.","je + aime -> j'aime","Je|I;n'aime pas|do not like;les crevettes|prawns"
2286,"jambon (le)","/ʒɑ̃.bɔ̃/","zhon-BON","ham","","","Il y a du jambon dans le frigo.","/il j‿a dy ʒɑ̃.bɔ̃ dɑ̃ lə fʁi.go/","eel yah du zhon-BON dahn luh free-GOH","There’s ham in the fridge.","","Il y a|there is;du jambon|some ham;dans le frigo|in the fridge"
2287,"saucisse (la)","/so.sis/","soh-SEESS","sausage","","","La saucisse est trop salée.","/la so.sis ɛ tʁo sa.le/","lah soh-SEESS ay troh sah-LAY","The sausage is too salty.","","La saucisse|the sausage;est|is;trop salée|too salty"
2288,"poissonnerie (la)","/pwa.sɔ̃.nə.ʁi/","pwah-son-nuh-REE","fishmonger’s","","","La poissonnerie ouvre tôt.","/la pwa.sɔ̃.nə.ʁi uvʁ to/","lah pwah-son-nuh-REE oovr toh","The fishmonger’s opens early.","","La poissonnerie|the fishmonger’s;ouvre|opens;tôt|early"
2289,"boucherie (la)","/bu.ʃə.ʁi/","boo-shuh-REE","butcher’s","","","La boucherie est fermée le lundi.","/la bu.ʃə.ʁi ɛ fɛʁ.me lə lœ̃.di/","lah boo-shuh-REE ay fair-MAY luh lun-DEE","The butcher’s is closed on Mondays.","","La boucherie|the butcher’s;est fermée|is closed;le lundi|on Monday"
2290,"marché (le)","/maʁ.ʃe/","mar-SHAY","market","","","Je vais au marché samedi.","/ʒə vɛ o maʁ.ʃe sam.di/","zhuh veh oh mar-SHAY sam-DEE","I’m going to the market on Saturday.","","Je|I;vais|go;au marché|to the market;samedi|Saturday"
2291,"bio","/bi.o/","bee-oh","organic","","","J'achète des œufs bio.","/ʒa.ʃɛt de zœf bi.o/","zhah-shet day zuf bee-OH","I buy organic eggs.","","J'|I;achète|buy;des œufs bio|organic eggs"
2292,"frais","/fʁɛ/","freh","fresh","","","Les légumes sont frais.","/le le.gym sɔ̃ fʁɛ/","lay lay-GUM son freh","The vegetables are fresh.","","Les légumes|the vegetables;sont|are;frais|fresh"
2293,"surgelé","/syʁ.ʒə.le/","sur-zhuh-LAY","frozen","","","Je prends des légumes surgelés.","/ʒə pʁɑ̃ de le.gym syʁ.ʒə.le/","zhuh pran day lay-GUM sur-zhuh-LAY","I’m getting frozen vegetables.","","Je|I;prends|get;des légumes surgelés|frozen vegetables"
2294,"date limite (la)","/dat li.mit/","daht lee-MEET","use-by date","","","La date limite est dépassée.","/la dat li.mit ɛ de.pa.se/","lah daht lee-MEET ay day-pah-SAY","The use-by date has passed.","","La date limite|the use-by date;est dépassée|is exceeded"
2295,"conserver,/kɔ̃.sɛʁ.ve/","kon-sair-VAY","to keep/store","Infinitive","Infinitive","Je dois conserver ce document.","/ʒə dwa kɔ̃.sɛʁ.ve sə dɔ.ky.mɑ̃/","zhuh dwah kon-sair-VAY suh doh-kyu-MAN","I need to keep this document.","","Je|I;dois|must;conserver|keep;ce document|this document"
2296,"garder,/gaʁ.de/","gar-DAY","to keep","Infinitive","Infinitive","Je vais garder le reçu.","/ʒə vɛ gaʁ.de lə ʁə.sy/","zhuh veh gar-DAY luh ruh-SY","I’m going to keep the receipt.","","Je|I;vais|going to;garder|keep;le reçu|the receipt"
2297,"jeter,/ʒə.te/","zhuh-TAY","to throw away","Infinitive","Infinitive","Je vais jeter l'emballage.","/ʒə vɛ ʒə.te lɑ̃.ba.laʒ/","zhuh veh zhuh-TAY lan-bah-LAZH","I’m going to throw away the packaging.","le + emballage -> l'emballage","Je|I;vais|going to;jeter|throw away;l'emballage|the packaging"
2298,"trier,/tʁi.je/","tree-YAY","to sort","Infinitive","Infinitive","Je dois trier le recyclage.","/ʒə dwa tʁi.je lə ʁə.si.klaʒ/","zhuh dwah tree-YAY luh ruh-see-KLAZH","I need to sort the recycling.","","Je|I;dois|must;trier|sort;le recyclage|the recycling"
2299,"goût (le)","/gu/","goo","taste","","","Le goût est différent.","/lə gu ɛ di.fe.ʁɑ̃/","luh goo ay dee-fay-RAN","The taste is different.","","Le goût|the taste;est|is;différent|different"
2300,"odeur (l’)","/ɔ.dœʁ/","oh-DUR","smell","","","L'odeur est forte.","/lɔ.dœʁ ɛ fɔʁt/","loh-DUR ay fort","The smell is strong.","l’ + odeur","L'odeur|the smell;est|is;forte|strong"
2301,"saveur (la)","/sa.vœʁ/","sah-VUR","flavour","","","La saveur est douce.","/la sa.vœʁ ɛ dus/","lah sah-VUR ay doos","The flavour is mild.","","La saveur|the flavour;est|is;douce|mild"
2302,"épice (l’)","/e.pis/","ay-PEESS","spice","","","J'ajoute une épice.","/ʒa.ʒut yn e.pis/","zhah-zhoot oon ay-PEESS","I add a spice.","une + épice -> une épice","J'|I;ajoute|add;une épice|a spice"
2303,"herbe (l’)","/ɛʁb/","erb","herb","","","Il y a des herbes fraîches.","/il j‿a de zɛʁb fʁɛʃ/","eel yah day zerb fresh","There are fresh herbs.","","Il y a|there are;des herbes fraîches|fresh herbs"
2304,"persil (le)","/pɛʁ.sil/","pair-SEEL","parsley","","","Le persil est haché.","/lə pɛʁ.sil ɛ a.ʃe/","luh pair-SEEL ay ah-SHAY","The parsley is chopped.","","Le persil|the parsley;est|is;haché|chopped"
2305,"basilic (le)","/ba.zi.lik/","bah-zee-LEEK","basil","","","Le basilic sent très bon.","/lə ba.zi.lik sɑ̃ tʁɛ bɔ̃/","luh bah-zee-LEEK san tray bon","The basil smells really good.","","Le basilic|the basil;sent|smells;très bon|very good"
2306,"pain grillé (le)","/pɛ̃ gʁi.je/","pan gree-YAY","toast","","","Je prends du pain grillé.","/ʒə pʁɑ̃ dy pɛ̃ gʁi.je/","zhuh pran du pan gree-YAY","I’m having toast.","","Je|I;prends|have;du pain grillé|toast"
2307,"confiture (la)","/kɔ̃.fi.tyʁ/","kon-fee-TYUR","jam","","","Il reste de la confiture.","/il ʁɛst də la kɔ̃.fi.tyʁ/","eel rest duh lah kon-fee-TYUR","There’s some jam left.","","Il reste|there is left;de la confiture|some jam"
2308,"miel (le)","/mjɛl/","myel","honey","","","Je préfère le miel.","/ʒə pʁe.fɛʁ lə mjɛl/","zhuh pray-FEAR luh myel","I prefer honey.","","Je|I;préfère|prefer;le miel|honey"
2309,"céréales (les)","/se.ʁe.al/","say-ray-AHL","cereal","","","Les céréales sont dans le placard.","/le se.ʁe.al sɔ̃ dɑ̃ lə pla.kaʁ/","lay say-ray-AHL son dahn luh plah-KAR","The cereal is in the cupboard.","","Les céréales|the cereal;sont|are;dans le placard|in the cupboard"
2310,"glace (la)","/glas/","glass","ice cream","","","Je prends une glace.","/ʒə pʁɑ̃ yn glas/","zhuh pran oon glass","I’m having an ice cream.","","Je|I;prends|have;une glace|an ice cream"
2311,"dessert (le)","/de.sɛʁ/","day-SAIR","dessert","","","On passe au dessert.","/ɔ̃ pas o de.sɛʁ/","on pass oh day-SAIR","We move on to dessert.","","On|we;passe|move;au dessert|to dessert"
2312,"gâteau (le)","/ga.to/","gah-TOH","cake","","","Le gâteau est fait maison.","/lə ga.to ɛ fɛ mɛ.zɔ̃/","luh gah-TOH ay feh may-ZON","The cake is homemade.","","Le gâteau|the cake;est|is;fait maison|homemade"
2313,"chocolat (le)","/ʃɔ.kɔ.la/","shoh-koh-LAH","chocolate","","","J'aime le chocolat noir.","/ʒɛm lə ʃɔ.kɔ.la nwaʁ/","zhem luh shoh-koh-LAH nwar","I like dark chocolate.","je + aime -> j'aime","J'|I;aime|like;le chocolat noir|dark chocolate"
2314,"bonbon (le)","/bɔ̃.bɔ̃/","bon-BON","sweet","","","Les bonbons sont pour plus tard.","/le bɔ̃.bɔ̃ sɔ̃ puʁ ply taʁ/","lay bon-BON son poor plu tar","The sweets are for later.","","Les bonbons|the sweets;sont|are;pour plus tard|for later"
2315,"allumer,/a.ly.me/","ah-lyu-MAY","to switch on/light","Infinitive","Infinitive","Je vais allumer le four.","/ʒə vɛ a.ly.me lə fuʁ/","zhuh veh ah-lyu-MAY luh foor","I’m going to switch the oven on.","","Je|I;vais|going to;allumer|switch on;le four|the oven"
2316,"éteindre,/e.tɛ̃dʁ/","ay-TAND-r","to switch off","Infinitive","Infinitive","N'oublie pas d'éteindre la lumière.","/nu.bli pa de.tɛ̃dʁ la ly.mjɛʁ/","noo-BLEE pah DAY-tand-r lah lu-MYEHR","Don’t forget to switch the light off.","de + éteindre -> d'éteindre","N'oublie pas|don’t forget;d'éteindre|to switch off;la lumière|the light"
2317,"remuer,/ʁə.mɥe/","ruh-mwee-YAY","to stir","Infinitive","Infinitive","Il faut remuer la sauce.","/il fo ʁə.mɥe la sos/","eel foh ruh-mwee-YAY lah soss","You need to stir the sauce.","","Il faut|it is necessary;remuer|stir;la sauce|the sauce"
2318,"mélanger,/me.lɑ̃.ʒe/","may-lon-ZHAY","to mix","Infinitive","Infinitive","Je vais mélanger les ingrédients.","/ʒə vɛ me.lɑ̃.ʒe le zɛ̃.gʁe.djɑ̃/","zhuh veh may-lon-ZHAY lay zan-gray-DYAN","I’m going to mix the ingredients.","","Je|I;vais|going to;mélanger|mix;les ingrédients|the ingredients"
2319,"ajouter,/a.ʒu.te/","ah-zhoo-TAY","to add","Infinitive","Infinitive","Je dois ajouter du sel.","/ʒə dwa a.ʒu.te dy sɛl/","zhuh dwah ah-zhoo-TAY du sell","I need to add salt.","","Je|I;dois|must;ajouter|add;du sel|some salt"
2320,"retirer,/ʁə.ti.ʁe/","ruh-tee-RAY","to remove","Infinitive","Infinitive","Je vais retirer le couvercle.","/ʒə vɛ ʁə.ti.ʁe lə ku.vɛʁkl/","zhuh veh ruh-tee-RAY luh koo-VER-kl","I’m going to take the lid off.","","Je|I;vais|going to;retirer|remove;le couvercle|the lid"
